band	state	site	box	year	date	class	age	sex	experiment	treatment	cap_num	b_cort	s_cort	d_cort	a_cort	inj_type	ss_type	b_lat	s_lat	d_a_lat	b_gluc	s_gluc	d_gluc	a_gluc	stage	post_trt	mass	bhead	fwing	massd15	time_start	notes
177177256	AK	McCarthy	101	2016	162	adult	SY	F	Stressor	Predator	1	1.46	54.84	8.97		Dex_or_nothing	B_S_D	132	34	34	182	221			early_inc	no	21.5	28.2	115		440	
177177256	AK	McCarthy	101	2016	168	adult	SY	F	Stressor	Predator	2	0.47				Dex_or_nothing	B_S_D	91			204				late_inc	yes	20.75				383	
177177256	AK	McCarthy	101	2016	177	adult	SY	F	Stressor	Predator	3	3.41	28.94	8.41		Dex_or_nothing	B_S_D	164	32	32	189	252			provision	yes	20	28.1	114		372	
177177257	AK	McCarthy	141	2016	163	adult	SY	F	Stressor	Predator	1	1.82	17.24	4.74		Dex_or_nothing	B_S_D	114	32	30	190	213			early_inc	no	21.5	28.5	120		450	
177177257	AK	McCarthy	141	2016	169	adult	SY	F	Stressor	Predator	2	0.66				Dex_or_nothing	B_S_D	135			191				late_inc	yes	20				445	
177177257	AK	McCarthy	141	2016	179	adult	SY	F	Stressor	Predator	3	2.82	46.31	3.55		Dex_or_nothing	B_S_D	61	31	31	200	250			provision	yes	18.5	28.5	118.5		369	Basal sample lysed
177177264	AK	McCarthy	152	2016	175	adult	AHY	M	Stressor	Mate_Medium_Tape	1	4.58	25.42	4.97		Dex_or_nothing	B_S_D	170	34	32	198	240			provision	no	19.75	28.7	125.5		418	
177177265	AK	Currant_Ridge	B	2016	176	adult	AHY	M	Stressor	Mate_Control	1	2.74	26.3	11.52		Dex_or_nothing	B_S_D	123	32	36	210	213			provision	no	20.25	28.6	125		381	no amount recorded for post-dex
177177266	AK	McCarthy	171	2016	177	adult	AHY	M	Stressor	Mate_Control	1	1.77	50.6	13.21		Dex_or_nothing	B_S_D	150	33	30	230	175			provision	no	19.75	29	121		503	extra microbiome sample taken; 2nd sample taken is in M2 B6
177177267	AK	McCarthy	131	2016	177	adult	AHY	M	Stressor	Mate_Low_Tape	1	2.19	59.8	8.21		Dex_or_nothing	B_S_D	110	31	32	200	270			provision	no	20.75	28.5	121		369	maybe order of stress and dex sample is switched
177177268	AK	McCarthy	174	2016	177	adult	AHY	M	Stressor	Mate_Medium_Tape	1	1.04	23.36	4.09		Dex_or_nothing	B_S_D	60	33	34	201	242			provision	no	20.75	28.6	122.5		522	
177177269	AK	Long_Lake	58	2016	178	adult	AHY	M	Stressor	Mate_Medium_Tape	1	2.25	54.58	14.49		Dex_or_nothing	B_S_D	159	33	31	188	169			provision	no	19.5	28.4	129		413	
185146856	NY	CU2	8	2016	149	adult	ASY	F	Stressor	Low_Tape	1	0.47	11.99	5.76		Dex_or_nothing	B_S_D	140	39	31	183	210			early_inc	no	20.5	28.9	118		483	Abandoned - Eggs cold (checked on june 4th)
185146867	NY	CU2	106	2016	158	adult	AHY	M	CORT_Dose	Mate_CORT_6d	1	3.04	14.38	8.41		Dex_or_nothing	B_S_D	90	31	34	213	224			provision	no	19.6	29.6	120		452	
185146868	NY	CU2	108	2016	146	adult	SY	F	CORT_Dose	CORT_6d	1	0.7	27.05	6.61		Dex_or_nothing	B_S_D	85	39	32	187	242			early_inc	no	21.25	29	116		500	
185146868	NY	CU2	108	2016	153	adult	SY	F	CORT_Dose	CORT_6d	2	6.45				Dex_or_nothing	B_S_D	90			231				late_inc	yes	19				451	
185146868	NY	CU2	108	2016	159	adult	SY	F	CORT_Dose	CORT_6d	3	5.75	21.74	101.27		Dex_or_nothing	B_S_D	120	38	41	215	302			provision	yes	18.4	28.7	116		450	
185146882	NY	CU2	98	2016	162	adult	SY	M	CORT_Dose	Mate_CORT_3d	1	3.06	28.77	11.23		Dex_or_nothing	B_S_D	150	37	30	217	266			provision	no	18	29.3	121		462	
185146896	NY	CU2	96	2016	146	adult	SY	F	CORT_Dose	CORT_3d	1	1.94	23.91	9.33		Dex_or_nothing	B_S_D	125	33	40	183	249			early_inc	no	22	28	114.5		461	
185146896	NY	CU2	96	2016	151	adult	SY	F	CORT_Dose	CORT_3d	2	58.23				Dex_or_nothing	B_S_D	115			197				late_inc	yes	20.5				466	
185146896	NY	CU2	96	2016	153	adult	SY	F	CORT_Dose	CORT_3d	3					Dex_or_nothing	B_S_D	90			212				provision	yes					475	Accidentally caught on 6/01/2016.
185193413	AK	Long_Lake	49	2016	159	adult	ASY	F	Stressor	Medium_Tape	1	0.47	36.69	9.49		Dex_or_nothing	B_S_D	105	35	31	180	199			early_inc	no	20	28.8	122		418	
185193415	AK	McCarthy	125	2016	173	adult	AHY	M	Stressor	Mate_Medium_Tape	1		37.1			Dex_or_nothing	B_S_D	103	33		227	263			provision	no	22	28.2	125		470	post dex bleed not doen
185193420	AK	McCarthy	148	2016	183	adult	ASY	F			1	1.28				Dex_or_nothing	B_S_D	68			173				early_inc	no	21.5	28.9	120		489	
222154848	NY	CU2	113	2016	144	adult	ASY	F	CORT_Dose	DMSO_6d	1	5.25	27.98	8.61		Dex_or_nothing	B_S_D	105	67	31	216	258			early_inc	no	23	28.7	125		492	
222154848	NY	CU2	113	2016	151	adult	ASY	F	CORT_Dose	DMSO_6d	2	1.79				Dex_or_nothing	B_S_D	90			221	233			late_inc	no	25				433	
222154848	NY	CU2	113	2016	160	adult	ASY	F	CORT_Dose	DMSO_6d	3	15.33	36.32	8.05		Dex_or_nothing	B_S_D	120	36	31	195	228			provision	no	19.5	29.2	120		426	
235120331	NY	CU4	76	2016	148	adult	ASY	F	Stressor	Low_Tape	1	2.2	9.5	5.15		Dex_or_nothing	B_S_D	60	33	34	229	320	277		early_inc	no	22	28.5	119		468	
235120331	NY	CU4	76	2016	153	adult	ASY	F	Stressor	Low_Tape	2	2.73				Dex_or_nothing	B_S_D	150			272				late_inc	yes	22				512	
235120331	NY	CU4	76	2016	162	adult	ASY	F	Stressor	Low_Tape	3	0.4	26.65	6		Dex_or_nothing	B_S_D	70	67	30	214	302			provision	yes	20	28.8	117		539	Female escaped before stress and dex bleeds; stress and dex values are from 6/11/2016; second D sample 1600365
239159375	NY	CU4	73	2016	164	adult	AHY	M	CORT_Dose	Mate_CORT_3d	1	5.95	63.74	13.3		Dex_or_nothing	B_S_D	120	34	31	216	253			provision	no	20.75	29.5	121		533	
239159871	NY	CU2	32	2016	149	adult	SY	F	CORT_Dose	CORT_3d	1	1.06	22.42	8.04		Dex_or_nothing	B_S_D	85	35	33	212	317			early_inc	no	22	28.3	112		428	
239159871	NY	CU2	32	2016	155	adult	SY	F	CORT_Dose	CORT_3d	2	24.54				Dex_or_nothing	B_S_D	90			228				late_inc	yes	20.5				436	
239159871	NY	CU2	32	2016	162	adult	SY	F	CORT_Dose	CORT_3d	3	34.92	43.74	25.29		Dex_or_nothing	B_S_D	59	30	32	185	246			provision	yes	14	28.1	113		429	
239160603	NY	CU4	73	2016	148	adult	ASY	F	CORT_Dose	CORT_3d	1	1.27	12.28	12.26		Dex_or_nothing	B_S_D	85	32	36	232	272			early_inc	no	24	28.4	116		478	
239160603	NY	CU4	73	2016	154	adult	ASY	F	CORT_Dose	CORT_3d	2	22.4				Dex_or_nothing	B_S_D	105			229				late_inc	yes	22.5				514	
239160603	NY	CU4	73	2016	164	adult	ASY	F	CORT_Dose	CORT_3d	3	9.6	41.66	18.93		Dex_or_nothing	B_S_D	90	32	32	220	251			provision	yes	19	28.3	113		518	
239160693	NY	CU2	126	2016	158	adult	AHY	M	CORT_Dose	Mate_CORT_6d	1	6.59	50.88	15.25		Dex_or_nothing	B_S_D	150	34	35	215	250			provision	no	19.5	28.6	119		527	
240134801	NY	CU4	82	2016	145	adult	ASY	F	Stressor	Control	1	2.12	16	16.36		Dex_or_nothing	B_S_D	90	32	31	261	109			early_inc	no	21.3	28.2	118		477	
240134801	NY	CU4	82	2016	151	adult	ASY	F	Stressor	Control	2	1.94				Dex_or_nothing	B_S_D	120			89				late_inc	no	19.2				445	
240134801	NY	CU4	82	2016	159	adult	ASY	F	Stressor	Control	3	4.98				Dex_or_nothing	B_S_D	170	46	34	180	282			provision	no	18.5	28	117		524	
240134803	NY	CU4	84	2016	145	adult	ASY	F	CORT_Dose	CORT_3d	1	1.1	23.84	9.31		Dex_or_nothing	B_S_D	160	34	33	198	172			early_inc	no	21.3	29.8	120		451	
240134803	NY	CU4	84	2016	151	adult	ASY	F	CORT_Dose	CORT_3d	2	5.62				Dex_or_nothing	B_S_D	150			223				late_inc	yes	22.2				567	
240134803	NY	CU4	84	2016	160	adult	ASY	F	CORT_Dose	CORT_3d	3	6.48	80.93	11.55		Dex_or_nothing	B_S_D	170	35	32	228	286			provision	yes	20.5	28.2	115		468	
240134815	NY	CU4	91	2016	147	adult	ASY	F	CORT_Dose	DMSO_6d	1	2.12	9.66	5.85		Dex_or_nothing	B_S_D	90	32	36	259	260			early_inc	no	21.5	28.8	117		478	
240134815	NY	CU4	91	2016	154	adult	ASY	F	CORT_Dose	DMSO_6d	2	22.28				Dex_or_nothing	B_S_D	150			229				late_inc	no	22.5				462	
240134819	NY	CU4	97	2016	179	adult	AHY	M	Stressor	Mate_Control	1	4.27	25.37	9.86		Dex_or_nothing	B_S_D	120	41	32	213	167			provision	no	18.5	27.9	121		515	
240134846	NY	CU4	18	2016	153	adult	ASY	F	Stressor	Predator	1	1.49	12.54	11.29		Dex_or_nothing	B_S_D	150	30	34	212	222			early_inc	no	22.5	28.5	116		554	
240134897	NY	CU4	76	2016	163	adult	AHY	M	Stressor	Mate_Low_Tape	1	7.28	77.56	11.54		Dex_or_nothing	B_S_D	120	32	31	209	227			provision	no	19.25	29.3	121		564	
240150270	NY	CU2	21	2016	143	adult	ASY	F	Stressor	Control	1	3.99	18.2	7.49		Dex_or_nothing	B_S_D	160	40	35	178	237			early_inc	no	23.5	29.6	117.5		447	
240150270	NY	CU2	21	2016	149	adult	ASY	F	Stressor	Control	2	1.45				Dex_or_nothing	B_S_D	180			231				late_inc	no	24.2				551	
240150270	NY	CU2	21	2016	159	adult	ASY	F	Stressor	Control	3	2.82	22.16	7.23		Dex_or_nothing	B_S_D	120	30	38	231	257			provision	no	20.1	29.6	115		459	
240150273	NY	CU2	2	2016	144	adult	ASY	F	Stressor	Low_Tape	1	2.89	13.94	9.6		Dex_or_nothing	B_S_D	180	43	29	204	215			early_inc	no	22.5	28.5	115		493	
240150273	NY	CU2	2	2016	150	adult	ASY	F	Stressor	Low_Tape	2	7.66				Dex_or_nothing	B_S_D	300			160				late_inc	yes	18.75				489	
240150278	NY	CU2	25	2016	146	adult	ASY	F	CORT_Dose	DMSO_6d	1	1.36	22.5	9.28		Dex_or_nothing	B_S_D	90	35	32	189	216			early_inc	no	22.5	28.9	115		519	
240150278	NY	CU2	25	2016	153	adult	ASY	F	CORT_Dose	DMSO_6d	2	1.59				Dex_or_nothing	B_S_D	110			223				late_inc	no	21.5				450	
240150278	NY	CU2	25	2016	159	adult	ASY	F	CORT_Dose	DMSO_6d	3	2.32	20.45	7.57		Dex_or_nothing	B_S_D	105	38	38	219	269			provision	no					538	
240150294	NY	CU2	100	2016	158	adult	AHY	M	Stressor	Mate_Low_Tape	1	3.86	38.84	15.26		Dex_or_nothing	B_S_D	165	33	32	251	126			provision	no	20	29.1	120		482	
240150296	NY	CU2	48	2016	155	adult	AHY	M	CORT_Dose	Mate_CORT_6d	1	1.09	18.74	11.53		Dex_or_nothing	B_S_D	120	31	36	178	195			provision	no	22.5	28.5	123		517	
240150330	NY	CU2	84	2016	158	adult	AHY	M	Stressor	Mate_Low_Tape	1	2.48	22.78	11.42		Dex_or_nothing	B_S_D	90	52	36	206	248			provision	no	22	29.4	122		476	
240151526	NY	CU2	69	2016	142	adult	ASY	F	Stressor	High_Tape	1	5.26	23.47	8.42		Dex_or_nothing	B_S_D	178	41	34	238	365			early_inc	no	23	28.8	116		443	
251110458	AK	Long_Lake	24	2016	159	adult	ASY	F	Stressor	Predator	1	0.73	38.7	11.7		Dex_or_nothing	B_S_D	102	36	34	248	253			early_inc	no	21.75	27.8	117.5		401	
251110458	AK	Long_Lake	24	2016	165	adult	ASY	F	Stressor	Predator	2	1.58				Dex_or_nothing	B_S_D	115			208				late_inc	yes	22.25				411	
251110458	AK	Long_Lake	24	2016	174	adult	ASY	F	Stressor	Predator	3	1.01	33.53	13.22		Dex_or_nothing	B_S_D	118	34	30	187	242			provision	yes	20.25	27.7	116		518	
251110573	AK	McCarthy	152	2016	158	adult	ASY	F	Stressor	Medium_Tape	1	6.02	30.31	15.57		Dex_or_nothing	B_S_D	168	32	34	233	284			early_inc	no	19.75	28	123		502	dex samole lysed
251110573	AK	McCarthy	152	2016	163	adult	ASY	F	Stressor	Medium_Tape	2	1.24				Dex_or_nothing	B_S_D	95			209				late_inc	yes	20				377	Zip tie fell off of secondary right wing
251110573	AK	McCarthy	152	2016	175	adult	ASY	F	Stressor	Medium_Tape	3	0.47	34.12	5.2		Dex_or_nothing	B_S_D	160	31	31	147	221			provision	yes	19.25	27.9	121		405	basal sample lysed
251110579	AK	McCarthy	105	2016	175	adult	AHY	M	Stressor	Mate_Low_Tape	1	0.35	49.62	5.13		Dex_or_nothing	B_S_D	82	30	30	218	249			provision	no	19.75	28	116		515	
251110611	AK	Long_Lake	21	2016	155	adult	ASY	F	Stressor	Low_Tape	1	4.32	16.36	7.93		Dex_or_nothing	B_S_D	110	31	36	193	260			early_inc	no	21.25	29.1	120		411	
251110618	AK	Long_Lake	56	2016	157	adult	ASY	F	Stressor	Control	1	4.78	56.32	31.27		Dex_or_nothing	B_S_D	140	34	34	210	265			early_inc	no	20.25	28.4	122		391	ASY?
251110618	AK	Long_Lake	56	2016	162	adult	ASY	F	Stressor	Control	2	2.44				Dex_or_nothing	B_S_D	125			216				late_inc	no	19.75				428	
251110618	AK	Long_Lake	56	2016	174	adult	ASY	F	Stressor	Control	3	3.09	44.9	11.58		Dex_or_nothing	B_S_D	135	36	33	180	210			provision	no	17	28.1	121		438	
251110620	AK	McCarthy	112	2016	181	adult	AHY	M	Stressor	Mate_Low_Tape	1	2.36	85.55	14.53		Dex_or_nothing	B_S_D	110	32	32	196	183			provision	no	20	28.1	123		443	stress sample lysed
251110625	AK	McCarthy	101	2016	177	adult	AHY	M	Stressor	Mate_Predator	1	2.96	59.87	10.6		Dex_or_nothing	B_S_D	187	35	37	183	231			provision	no	21	28.8	124		416	
251110627	AK	McCarthy	181	2016	154	adult	ASY	F	Stressor	Control	1	1.29	30.07	12.08		Dex_or_nothing	B_S_D	90	31	30	202	237			early_inc	no	23.5	29	119.5		438	
251110627	AK	McCarthy	181	2016	160	adult	ASY	F	Stressor	Control	2	1.55				Dex_or_nothing	B_S_D	70			240				late_inc	no	20.5				450	
251110627	AK	McCarthy	181	2016	168	adult	ASY	F	Stressor	Control	3	0.47	8.64	14.28		Dex_or_nothing	B_S_D	140	30	38	267	258			provision	no	21	28	117		476	
259122567	NY	CU2	23	2016	141	adult	ASY	F	Stressor	Low_Tape	1	1.14	52.89	15.2		Dex_or_nothing	B_S_D	55	31	32	173	227			early_inc	no	20	28.8	119		546	
259122567	NY	CU2	23	2016	147	adult	ASY	F	Stressor	Low_Tape	2	2.17				Dex_or_nothing	B_S_D	120			193				late_inc	yes	22.5				521	Lost one zip tie on left wing
259122567	NY	CU2	23	2016	156	adult	ASY	F	Stressor	Low_Tape	3	3.42	28.08	7.97		Dex_or_nothing	B_S_D	165	31	35	178	249			provision	yes	20.8	28.7	116		473	
262125425	NY	CU4	5A	2016	150	adult	ASY	F	Stressor	High_Tape	1	1.21	8.29	8.26		Dex_or_nothing	B_S_D	90	-449	33	204	237			early_inc	no	22.5	28	115		567	
262125474	NY	CU2	87	2016	144	adult	ASY	F	Stressor	Low_Tape	1	1.76	43.64	7.88		Dex_or_nothing	B_S_D	105	30	33	163	196			early_inc	no	20	28.1	126		434	
262125474	NY	CU2	87	2016	150	adult	ASY	F	Stressor	Low_Tape	2	1.74				Dex_or_nothing	B_S_D	150			191				late_inc	yes					442	It seems to be a mistake. Band number is from 122F who was caught on the same day but measures appear to be from this female
262125492	NY	CU2	121	2016	152	adult	ASY	F	CORT_Dose	CORT_3d	1	0.81	26.62	7.77		Dex_or_nothing	B_S_D	150	31	35	229	211			early_inc	no	22	28.4	114		480	
262125492	NY	CU2	121	2016	158	adult	ASY	F	CORT_Dose	CORT_3d	2	1				Dex_or_nothing	B_S_D	120			236				late_inc	yes	21.5				442	
262125492	NY	CU2	121	2016	167	adult	ASY	F	CORT_Dose	CORT_3d	3	3.4	32.54	17.19		Dex_or_nothing	B_S_D	105	33	30	205	275			provision	yes	18.8	27.4	113		526	
262125520	NY	CU4	72	2016	150	adult	ASY	F	CORT_Dose	CORT_3d	1	1.31	13.73	6.67		Dex_or_nothing	B_S_D	90	33	33	234	267			early_inc	no	24	27.5	116		475	
262125520	NY	CU4	72	2016	156	adult	ASY	F	CORT_Dose	CORT_3d	2	16.75				Dex_or_nothing	B_S_D	100			217				late_inc	yes	23				597	
262125520	NY	CU4	72	2016	163	adult	ASY	F	CORT_Dose	CORT_3d	3	5.98	36.6	14.22		Dex_or_nothing	B_S_D	96	36	32	229	331			provision	yes	19.5	28.2	118		496	
262125559	NY	CU4	6	2016	153	adult	ASY	F	CORT_Dose	CORT_6d	1	3.62	17.62	8.65		Dex_or_nothing	B_S_D	170	31	30	208	292			early_inc	no	20	28.4	118		594	
262125559	NY	CU4	6	2016	160	adult	ASY	F	CORT_Dose	CORT_6d	2	44.61				Dex_or_nothing	B_S_D	90			177				late_inc	yes	18				453	
262125559	NY	CU4	6	2016	166	adult	ASY	F	CORT_Dose	CORT_6d	3	32.16	103.49	22.74		Dex_or_nothing	B_S_D	115	31	33	237	161			provision	yes	15.5	28	113		495	
262125650	NY	CU2	106	2016	144	adult	ASY	F	CORT_Dose	CORT_6d	1	4.24	21.33	5.21		Dex_or_nothing	B_S_D	85	41	39	222	229			early_inc	no	21.25	28.9	115		453	
262125650	NY	CU2	106	2016	151	adult	ASY	F	CORT_Dose	CORT_6d	2	27.63				Dex_or_nothing	B_S_D	80			185				late_inc	yes	21.5				443	
262125650	NY	CU2	106	2016	158	adult	ASY	F	CORT_Dose	CORT_6d	3	37.62	85.66	64.62		Dex_or_nothing	B_S_D	55	35	31	217	318			provision	yes	18.7	28.4	116		546	
262125706	NY	CU2	15	2016	140	adult	ASY	F	Stressor	Control	1	4.61	32.99	7.98		Dex_or_nothing	B_S_D	100	30	31	233	223	247		early_inc	no	18.5	27.6	120		471	
262125706	NY	CU2	15	2016	147	adult	ASY	F	Stressor	Control	2	1.99				Dex_or_nothing	B_S_D	140			223				late_inc	no	22				494	
262125706	NY	CU2	15	2016	155	adult	ASY	F	Stressor	Control	3	2.54	19.24	7.44		Dex_or_nothing	B_S_D	120	34	34	214	270			provision	no	19	28.2	116		486	
262125713	NY	CU2	116	2016	149	adult	ASY	F	Stressor	Control	1	0.46	12.64	8.04		Dex_or_nothing	B_S_D	100	33	38	212	235			early_inc	no	22.5	28.6	111		516	Abandoned - Eggs stone cold on june 3rd and june 4th
262125727	NY	CU2	27	2016	149	adult	ASY	F	Stressor	High_Tape	1	0.79	13.85	5.38		Dex_or_nothing	B_S_D	90	34	36	207	236			early_inc	no	23.5	28.1	114		437	
262125801	NY	CU2	100	2016	143	adult	ASY	F	Stressor	Low_Tape	1	0.81	26.08	15.18		Dex_or_nothing	B_S_D	130	29	30	188	235			early_inc	no	20.25	29.3	114		510	
262125801	NY	CU2	100	2016	150	adult	ASY	F	Stressor	Low_Tape	2	1.25				Dex_or_nothing	B_S_D	105			152				late_inc	yes	21.5				539	
262125801	NY	CU2	100	2016	158	adult	ASY	F	Stressor	Low_Tape	3	2.31	19.64	42.41		Dex_or_nothing	B_S_D	76	39	36	134	187			provision	yes	19.5	29.1	125		475	
262125803	NY	CU2	105	2016	158	adult	AHY	M	Stressor	Mate_Predator	1	2.05	43.26	12.31		Dex_or_nothing	B_S_D	90	31	30	233	203			provision	no	20.3	29	116		598	
262125852	NY	CU2	28	2016	183	adult	SY	M	Stressor	Mate_Control	1	3.21	38.18	41.88		Dex_or_nothing	B_S_D	180	31	31	235	271			provision	no	21	28.8	120		546	
262125983	NY	CU2	58	2016	145	adult	SY	F	Stressor	Predator	1	1.05	7.36	6.3		Dex_or_nothing	B_S_D	90	34	32	207	183			early_inc	no	22	28.3	113		446	
262125983	NY	CU2	58	2016	151	adult	SY	F	Stressor	Predator	2	2.22				Dex_or_nothing	B_S_D	120			219				late_inc	yes	22				558	
262125983	NY	CU2	58	2016	160	adult	SY	F	Stressor	Predator	3	4.39	32.95	5.96		Dex_or_nothing	B_S_D	120	33	32	202	245			provision	yes	18.2	28.5	111		428	
262126036	NY	CU2	77	2016	154	adult	AHY	M	CORT_Dose	Mate_CORT_3d	1	3.21	29.15	11.82		Dex_or_nothing	B_S_D	140	34	36	221	282			provision	no	22.25	29.1	122		465	
262126051	NY	CU2	121	2016	167	adult	AHY	M	CORT_Dose	Mate_CORT_3d	1	1.6	47.97	12.32		Dex_or_nothing	B_S_D	150	31	31	182	211			provision	no	17.3	27.8	117		505	
262126127	NY	CU2	13	2016	157	adult	ASY	F	Stressor	High_Tape	1	1.3	23.06	11.24		Dex_or_nothing	B_S_D	90	34	31	199	225			early_inc	no	21.6	28.2	119		427	
263113705	NY	CU2	65	2016	141	adult	ASY	F	Stressor	Predator	1	0.92	29.61	10.99		Dex_or_nothing	B_S_D	50	36	31	219	249			early_inc	no	20	29.2	125		492	
263113705	NY	CU2	65	2016	156	adult	ASY	F	Stressor	Predator	3	2.54	19.7	8.75		Dex_or_nothing	B_S_D	105	38	32	245	243			provision	yes	20.75	29.1	122		439	Second capture missed
263113706	NY	CU2	48	2016	141	adult	ASY	F	CORT_Dose	CORT_6d	1	5.11	31.8	9.54		Dex_or_nothing	B_S_D	120	32	30	220	282			early_inc	no	22.5	28.1	121		431	
263113706	NY	CU2	37	2016	182	adult	ASY	F			1	3.71	20.5	11.94		Dex_or_nothing	B_S_D	120	31	30	228	253			early_inc	no	21	28.2	120		578	
263113706	NY	CU2	48	2016	149	adult	ASY	F	CORT_Dose	CORT_6d	2	9.41				Dex_or_nothing	B_S_D	90			216				late_inc	yes	21				517	
263113706	NY	CU2	48	2016	155	adult	ASY	F	CORT_Dose	CORT_6d	3	65.55	23.46	10.25		Dex_or_nothing	B_S_D	120	34	31	237	217			provision	yes	20.75	28.4	120		452	
263113709	NY	CU2	77	2016	139	adult	ASY	F	CORT_Dose	CORT_3d	1	2.83	79.74	7.42		Dex_or_nothing	B_S_D	60	32	31	197	221			early_inc	no	19.5	27.9	116		473	
263113709	NY	CU2	77	2016	146	adult	ASY	F	CORT_Dose	CORT_3d	2	81.46				Dex_or_nothing	B_S_D	100			250				late_inc	yes	23.5				484	
263113709	NY	CU2	77	2016	154	adult	ASY	F	CORT_Dose	CORT_3d	3	22.73	64.88	15.94		Dex_or_nothing	B_S_D	120	31	30	209	207			provision	yes	19.25	27.8	114		480	
263113714	NY	CU2	75	2016	141	adult	ASY	F	CORT_Dose	DMSO_6d	1	0.85	21.65	13.73		Dex_or_nothing	B_S_D	70	30	30	254	187			early_inc	no	18.5	28.1	115		534	
263113714	NY	CU2	75	2016	156	adult	ASY	F	CORT_Dose	DMSO_6d	3	2.12	18.25	11.73		Dex_or_nothing	B_S_D	180	37	36	212	272			provision	no	19	28.2	117		440	Second capture missed
263113715	NY	CU2	111	2016	142	adult	ASY	F	Stressor	Control	1	2.77	32.53	10.42		Dex_or_nothing	B_S_D	135	39	21	216	334			early_inc	no	23	28.2	117		445	
263113715	NY	CU2	111	2016	148	adult	ASY	F	Stressor	Control	2	1.45				Dex_or_nothing	B_S_D	120			278				late_inc	no	24.4				450	
263113715	NY	CU2	111	2016	157	adult	ASY	F	Stressor	Control	3	2.33	22.9	4.78		Dex_or_nothing	B_S_D	120	29	32	211	231			provision	no	20.8	28.5	118		435	
263113716	NY	CU2	34	2016	143	adult	ASY	F	Stressor	High_Tape	1	1.33	31.37	8.15		Dex_or_nothing	B_S_D	140	35	33	167	258			early_inc	no	22.5	28.7	118		439	
263113716	NY	CU2	34	2016	149	adult	ASY	F	Stressor	High_Tape	2	9.54				Dex_or_nothing	B_S_D	90			210				late_inc	yes	18				438	"Had lost tape on left wing on feather 7,8,9, feathers broken"
263113718	NY	CU2	30	2016	142	adult	ASY	F	CORT_Dose	CORT_3d	1	3.24	40.1	10.37		Dex_or_nothing	B_S_D	96	32	32	188	220			early_inc	no	20.25	28.1	113		467	
263113718	NY	CU2	30	2016	148	adult	ASY	F	CORT_Dose	CORT_3d	2	6.21				Dex_or_nothing	B_S_D	167			247				late_inc	yes	21.5				439	Female found dead in box 48 on june 3rd. Nestlings dead in box 30 on june 4th.
263113720	NY	CU2	103	2016	141	adult	ASY	F	CORT_Dose	DMSO_6d	1	0.47	17.15	10.54		Dex_or_nothing	B_S_D	65	31	32	214	245			early_inc	no	20.5	28.5	121		560	
263113720	NY	CU2	103	2016	149	adult	ASY	F	CORT_Dose	DMSO_6d	2	1.61				Dex_or_nothing	B_S_D	150			254				late_inc	no	21				484	
263113720	NY	CU2	103	2016	158	adult	ASY	F	CORT_Dose	DMSO_6d	3	2.19	15.43	5.76		Dex_or_nothing	B_S_D	90	37	30	189	239			provision	no	19.5	28.2	120		567	
263113722	NY	CU2	122	2016	143	adult	ASY	F	CORT_Dose	CORT_6d	1	2.74	14.76	14.89		Dex_or_nothing	B_S_D	152	55	29	200	235			early_inc	no	20.5	27.5	118.5		475	
263113722	NY	CU2	122	2016	150	adult	ASY	F	CORT_Dose	CORT_6d	2	2.8				Dex_or_nothing	B_S_D	115			201				late_inc	yes	22.5				527	
263113722	NY	CU2	122	2016	159	adult	ASY	F	CORT_Dose	CORT_6d	3	60.47	20.79	14.97		Dex_or_nothing	B_S_D	118	43	38	196	185			provision	yes	19.3	28	118		477	
263113734	NY	CU2	17	2016	141	adult	ASY	F	CORT_Dose	DMSO_6d	1	5.29	14.73	14.69		Dex_or_nothing	B_S_D	120	50	37	136	246			early_inc	no	19.5	27.9	114		466	
263113734	NY	CU2	18	2016	158	adult	ASY	F	Stressor	Medium_Tape	1	0.74	23.06	9.88		Dex_or_nothing	B_S_D	65	31	33	171	165			early_inc	no	19.6	28.2	113		425	
263113734	NY	CU2	18	2016	164	adult	ASY	F	Stressor	Medium_Tape	2	1.74				Dex_or_nothing	B_S_D	90			212				late_inc	yes	17.9				459	tape fell off left secondaries; other zip ties clipped off
263113739	NY	CU2	21	2016	159	adult	AHY	M	Stressor	Mate_Control	1	3.86	27.22	12.3		Dex_or_nothing	B_S_D	180	33	41	198	220			provision	no	20.1	28.7	121		462	
263113799	NY	CU2	84	2016	142	adult	ASY	F	Stressor	Low_Tape	1	2.91	53.33	20.3		Dex_or_nothing	B_S_D	55	34	30	227	219			early_inc	no	20.5	28.8	119		439	
263113799	NY	CU2	84	2016	148	adult	ASY	F	Stressor	Low_Tape	2	1.83				Dex_or_nothing	B_S_D	135			228				late_inc	yes	21.25				484	The tape was not taken off at recapture. Attempt next day.
263113799	NY	CU2	84	2016	158	adult	ASY	F	Stressor	Low_Tape	3	31.33	2.41	17.42		Dex_or_nothing	B_S_D	90	30	34	229	249			provision	yes	17.7	28.8	116		467	
263113801	NY	CU4	105	2016	146	adult	ASY	F	CORT_Dose	CORT_3d	1	0.69	14.49	6.16		Dex_or_nothing	B_S_D	120	33	32	217	250			early_inc	no	22.5	28.4	121		525	
